specI	species	main_module	food_microbiome_metabolic_module	food_microbiome_metabolic_function	food_microbiome_functional_gene	gene	DO_IRD_Fa_Ma1_1
specI_v4_00234	Weissella confusa	F3MP_pyruvate_dissimilation	F3MP_14_citrolactic_fermentation	F3MP_14_Oxaloacetate_decarboxylase	F3MP_14_P043_Oxaloacetate_decarboxylase_type_2_NADP-dependent_malic_enzyme_maeA	1583.SAMN15532707.GCA_015548055_01653	17.07935030027633
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D014_DNA_cytosine_methylases	F3MD_03_D014_C-5_cytosine-specific_DNA_methylase_dcm	1583.SAMN15532707.GCA_015548055_01666	1.628754932055306
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_11_menaquinone_biosynthesis	F3MF_11_F089_O-succinylbenzoate_synthase	F3MF_11_F089_O-succinylbenzoate_synthase_menC	1583.SAMN15532707.GCA_015548055_01868	10.894361656024302
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_transport_systems	F3MU_11_U095_ammonium_transport_systems	F3MU_11_U095_NH4+_transporter_amtB	1583.SAMN15532707.GCA_015548055_01923	14.731005198293309
specI_v4_00234	Weissella confusa	F3MA_RNA_metabolism	F3MA_03_tRNA_modifications	F3MA_03_R013_tRNA_uridine_modification_proteins	F3MA_03_R013_3_terminal_tRNAs_repair_protein_cca	1583.SAMN15532707.GCA_015548055_01927	21.22583823002787
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_Single-stranded_DNA-binding_protein_ssb	1583.SAMN15532707.GCA_015548055_02034	12.156073395339602
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W021_Polyglycerol-phosphate_alpha-glucosyltransferase	F3MW_04_W021_Polyglycerol-phosphate_alpha-glucosyltransferase_tagE	1583.SAMN15532707.GCA_015548055_02046	5.854907597167972
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N180_Shikimate_dehydrogenase	F3MN_28_N180_Shikimate_dehydrogenase_aroE	1583.SAMN15532707.GCA_015548055_02051	6.063248287213184
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N178_3-dehydroquinate_synthase	F3MN_28_N178_3-dehydroquinate_synthase_aroB	1583.SAMN15532707.GCA_015548055_02053	18.174687291431518
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N183_Chorismate_synthase	F3MN_28_N183_Chorismate_synthase_aroC_aroF	1583.SAMN15532707.GCA_015548055_02054	4.227302877090107
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N182_3-phosphoshikimate_1-carboxyvinyltransferase	F3MN_28_N182_3-phosphoshikimate_1-carboxyvinyltransferase_aroA	1583.SAMN15532707.GCA_015548055_02055	5.883986755336612
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N179_3-dehydroquinate_dehydratase	F3MN_28_N179_3-dehydroquinate_dehydratase_I_aroD	1583.SAMN15532707.GCA_015548055_02057	8.376453936284431
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_15_co-factors_ECF_transport_systems	F3MU_15_U084_Shared_energy-coupling_factor_ECF_transport_system	F3MU_15_U084_Shared_energy-coupling_factor_ECF_transport_system_permease_T_component_ecfT	1583.SAMN15532707.GCA_015548055_02059	10.664878011674402
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_15_co-factors_ECF_transport_systems	F3MU_15_U084_Shared_energy-coupling_factor_ECF_transport_system	F3MU_15_U084_Shared_energy-coupling_factor_ECF_transport_system_ATP-binding_A1A2_component_ecgA1A2	1583.SAMN15532707.GCA_015548055_02060	14.07888374092065
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_15_co-factors_ECF_transport_systems	F3MU_15_U104_thiamine_ECF_transporters	F3MU_15_U104Thiamine_precursors_energy-coupling_factor_ECF_transport_system_substrate-specific_binding_component_ykoE	1583.SAMN15532707.GCA_015548055_02061	15.453505280614456
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_04_pyrimidine_biosynthesis	F3MB_04_B020_Dihydroorotate_dehydrogenase	F3MB_04_B020_Dihydroorotate_dehydrogenase_type_2_pyrD2	1583.SAMN15532707.GCA_015548055_02062	14.27357795221372
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_05_nucleotide_housekeeping_pathways	F3MB_05_B031_Phosphoribosylpyrophosphate_synthetase	F3MB_05_B031_Phosphoribosylpyrophosphate_synthetase_prs	1583.SAMN15532707.GCA_015548055_02063	23.59051534841392
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_transport_systems	F3MU_11_U098_sodium_proton_transport_systems	F3MU_11_U098_Na+_H+_antiporter_nhaP	1583.SAMN15532707.GCA_015548055_02074	14.940517569585456
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U087_manganese_ABC_transport_systems	F3MU_11_U087_Manganese_ABC_transport_system_permease_protein_mntB1	1583.SAMN15532707.GCA_015548055_02084	25.37850250555219
specI_v4_00234	Weissella confusa	F3MF_cofactors_metabolism	F3MF_07_folate_tetrahydrofolate_biosynthesis	F3MF_07_F057_Folylpolyglutamate_synthase	F3MF_07_F057_Folylpolyglutamate_synthase_folC	1583.SAMN15532707.GCA_015548055_02086	13.8444169224701
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_02_peptidoglycan_biosynthesis	F3MW_02_W010_UDP-N-acetylmuramoyl-L-alanyl-D-glutamate26-diaminopimelate_ligase	F3MW_02_W010_UDP-N-acetylmuramoyl-L-alanyl-D-glutamate26-diaminopimelate_ligase_murE	1583.SAMN15532707.GCA_015548055_02088	17.62511230994229
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U065_oligopeptide_ABC_transport_system_oppABCDF	F3MU_07_U065_Bacterial_extracellular_oligopeptide-binding_ABC_transport_proteins_oppA	1583.SAMN15532707.GCA_015548055_02091	8.009485333912998
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_07_oligopeptides_ABC_transport_systems	F3MU_07_U065_oligopeptide_ABC_transport_system_oppABCDF	F3MU_07_U065_Oligopeptide_ABC_transport_systems_permease_components_oppB	1583.SAMN15532707.GCA_015548055_02092	9.865593854766356
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_17_inorganic_ions_permeases	F3MU_17_U109_phosphate_transport_systems	F3MU_17_U109_Inorganic_phosphate_transporter_pitA	1583.SAMN15532707.GCA_015548055_02099	14.64932488307883
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_04_DNA_damage_repair	F3MD_04_D020_DNA_general_repair_systems	F3MD_04_D020_DNA_repair_exonuclease_yhaO	1583.SAMN15532707.GCA_015548055_02103	12.522588171078484
specI_v4_00234	Weissella confusa	F3MU_uptake_transport_systems	F3MU_15_co-factors_ECF_transport_systems	F3MU_15_U084_Shared_energy-coupling_factor_ECF_transport_system	F3MU_15_U084_Shared_energy-coupling_factor_ECF_transport_system_ATP-binding_A1A2_component_ecgA1A2	1583.SAMN15532749.GCA_015551765_00417	4.738196165979073
specI_v4_00234	Weissella confusa	F3MB_nucleotide_metabolism	F3MB_01_purine_biosynthesis	F3MB_01_B004_Phosphoribosylformylglycinamide_synthetase	F3MB_01_B004_Phosphoribosylformylglycinamide_synthetase_1_purL	1583.SAMN15532749.GCA_015551765_00554	9.72912401263269
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_30_histidine_biosynthesis	F3MN_30_N196_Histidinol-phosphate_phosphatase	F3MN_30_N196_Histidinol-phosphate_phosphatase_hisK	1583.SAMN15532749.GCA_015551765_00772	2.443132398082959
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W028_Teichoic_acids_export_ABC_transporter	F3MW_04_W028_Teichoic_acids_export_ABC_transporter_subunit_tagH	1583.SAMN15532749.GCA_015551765_01829	2.076662538370515
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_19_cysteine_biosynthesis	F3MN_19_N130_Serine_acetyltransferase	F3MN_19_N130_Serine_acetyltransferase_cysE	1583.SAMN15532749.GCA_015551765_01835	4.769368509176303
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_Adenine-specific_DNA_methylase_ytxK	1583.SAMN15636629.GCA_014061025_01217	37.10496958217982
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_Adenine_specific_DNA_methylase_Mod_mod	1583.SAMN15636629.GCA_014061025_01795	0.4900678556626585
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_DNA_topoisomerase_type_IA_central_topB	1583.SAMN17801380.GCA_018375975_00289	0.5482937395037664
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1583.SAMN19374073.GCA_018916945_01371	2.7160708948715184
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_03_PK_and_ED_pathways	F3MC_03_C025_Glucose_1-dehydrogenase	F3MC_03_C025_Glucose_1-dehydrogenase_gdh	1583.SAMN19374073.GCA_018916945_01558	28.385144467309555
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_Site-specific_DNA-methyltransferase_Adenine-specific_dpnM	1583.SAMN19374073.GCA_018916945_02047	23.397589528121376
specI_v4_00234	Weissella confusa	F3MW_cell_wall_metabolism	F3MW_02_peptidoglycan_biosynthesis	F3MW_02_W008_Glutamate_racemase	F3MW_02_W008_Glutamate_racemase_murI	1583.SAMN19374073.GCA_018916945_02099	2.001602446622184
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_12_serine_threonine_catabolic_pathways	F3MN_12_N220_L-threonine_dehydrogenase	F3MN_12_N220_L-threonine_dehydrogenase_tdh	1583.SAMN19374073.GCA_018916945_02244	10.718258262557498
specI_v4_00234	Weissella confusa	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D016_DNA_adenine_methylases	F3MD_03_D016_Site-specific_DNA-methyltransferase_Adenine-specific_dpnM	1583.SAMN20587850.GCA_019576155_00526	14.382831996468251
specI_v4_00234	Weissella confusa	F3MN_amino_acid_nitrogen_metabolism	F3MN_28_tyrosine_phenylalanine_chorismate_biosynthesis	F3MN_28_N182_3-phosphoshikimate_1-carboxyvinyltransferase	F3MN_28_N182_3-phosphoshikimate_1-carboxyvinyltransferase_aroA	1583.SAMN20587850.GCA_019576155_01429	19.672344418873024
specI_v4_00234	Weissella confusa	F3MC_carbohydrate_metabolism	F3MC_23_arabinose_catabolism	F3MC_23_C130_L-arabinose_isomerase	F3MC_23_C130_L-arabinose_isomerase_araA	1583.SAMN20587850.GCA_019576155_01593	0.6951171676554025
specI_v4_00089	Lactobacillus delbrueckii	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1584.SAMN13382266.GCA_009734125_00061	0.8104048930226401
specI_v4_00089	Lactobacillus delbrueckii	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1585.SAMN05915538.GCA_018720695_01138	0.4292842456579876
specI_v4_00089	Lactobacillus delbrueckii	F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_Lactate_racemase	F3MP_01_P003_Cofactor_biosynthetic_pathway_of_the_lactate_racemase_complex_subunit_E_larE	1585.SAMN05915604.GCA_018719335_01670	0.5997581338254195
specI_v4_00157	Lactobacillus helveticus	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D004_DNA_helicases	F3MD_01_D004_bacterial-type_proximal_promoter_sequence-specific_DNA_binding_relB	1587.SAMN02797793.GCA_001437535_00524	3.534744746162579
specI_v4_00157	Lactobacillus helveticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_12_serine_threonine_catabolic_pathways	F3MN_12_N065_L-serine_deaminase	F3MN_12_N065_L-serine_deaminase_sdaAB	1587.SAMN03093187.GCA_000765465_00408	0.5464901416764514
specI_v4_00157	Lactobacillus helveticus	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1587.SAMN09291643.GCA_003203875_01773	1.6613300306964125
specI_v4_00157	Lactobacillus helveticus	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1587.SAMN09291645.GCA_003203805_01684	1.582219076853726
specI_v4_00157	Lactobacillus helveticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_20_methionine_biosynthesis	F3MN_20_N138_Cystathionine_gamma-lyase	F3MN_20_N138_Cystathionine_gamma-lyase_malY	1587.SAMN11049625.GCA_019455835_00618	1.2351896139006782
specI_v4_00157	Lactobacillus helveticus	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_transport_systems	F3MU_11_U095_ammonium_transport_systems	F3MU_11_U095_NH4+_transporter_amtB	1587.SAMN12772714.GCA_013281715_00659	1.513740346876002
specI_v4_00157	Lactobacillus helveticus	F3MD_DNA_metabolism	F3MD_05_DNA_homologous_recombination	F3MD_05_D025_DNA_recombination_and_repair_helicases	F3MD_05_D025_DNA_recombination_and_repair_helicase_recF	1587.SAMN12772714.GCA_013281715_00682	0.8836861865406448
specI_v4_00157	Lactobacillus helveticus	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_A_type_II_topoisomerase_gyrA	1587.SAMN12772714.GCA_013281715_00684	0.8025748940562377
specI_v4_00157	Lactobacillus helveticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N093_Peptidase_O_family_M13_pepO	F3MN_17_N093_Peptidase_O_family_M13_pepO	1587.SAMN12772714.GCA_013281715_00756	0.5127561823137075
specI_v4_00157	Lactobacillus helveticus	F3MU_uptake_transport_systems	F3MU_05_amino_acids_amines_permeases	F3MU_05_U060_aspartate_glutamate_asparagine_permeases	F3MU_05_U060_L-glutamate:GABA_antiporter_APA_family_gadC	1587.SAMN12772714.GCA_013281715_01908	0.6922208461235051
specI_v4_00157	Lactobacillus helveticus	F3MR_redox	F3MR_01_peroxides_metabolism	F3MR_01_Organic_hydroperoxide_reductase	F3MR_01_R007_Organic_hydroperoxide_resistance_protein_ohrA	1587.SAMN12772716.GCA_013281675_00207	8.519641183058525
specI_v4_00157	Lactobacillus helveticus	F3MC_carbohydrate_metabolism	F3MC_11_maltose_starch_dextran_catabolism	F3MC_11_C063_Maltodextrin_alpha-glucosidase	F3MC_11_C063_Maltodextrin_alpha-glucosidase_malZ	1587.SAMN12772723.GCA_013281575_01726	5.253217488368102
specI_v4_00157	Lactobacillus helveticus	F3MN_amino_acid_nitrogen_metabolism	F3MN_12_serine_threonine_catabolic_pathways	F3MN_12_N065_L-serine_deaminase	F3MN_12_N065_L-serine_deaminase_sdaAB	1587.SAMN12772743.GCA_013281165_01206	2.001602446622184
specI_v4_00157	Lactobacillus helveticus	F3MD_DNA_metabolism	F3MD_03_DNA_modification_restriction	F3MD_03_D017_DNA_restriction_enzymes	F3MD_03_D017_type_I_site-specific_restriction_enzyme_hsdS	1587.SAMN13106277.GCA_015709185_02068	1.1149865977828268
specI_v4_00337	Lactiplantibacillus pentosus	F3MU_uptake_transport_systems	F3MU_04_sugar_ABC_transporters	F3MU_04_U052_generic_multiple_sugars_ABC_transporters	F3MU_04_U052_Generic_multiple_sugar_ABC_transport_system_ATP-binding_protein_for_systems_mdx_fos_msm_gts	1589.SAMD00284712.GCA_018403455_03290	0.8743842266823222
specI_v4_00337	Lactiplantibacillus pentosus	F3MU_uptake_transport_systems	F3MU_04_sugar_ABC_transporters	F3MU_04_U045_galactosides_ABC_transporters	F3MU_04_U045_Raffinose_stachyose_melibiose_ABC_transport_system_substrate-binding_protein_msmE	1589.SAMD00284712.GCA_018403455_03291	1.5347159636918355
specI_v4_00337	Lactiplantibacillus pentosus	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W021_Polyglycerol-phosphate_alpha-glucosyltransferase	F3MW_04_W021_Polyglycerol-phosphate_alpha-glucosyltransferase_tagE	1589.SAMD00284712.GCA_018403455_03361	0.6685432719100249
specI_v4_00337	Lactiplantibacillus pentosus	F3MP_pyruvate_dissimilation	F3MP_01_lactate_production	F3MP_01_D-lactate_dehydrogenase	F3MP_01_P079_D-lactate_dehydrogenase_quinone-dependent_membrane-binding_dld	1589.SAMD00284712.GCA_018403455_03362	0.5933321538201473
specI_v4_00337	Lactiplantibacillus pentosus	F3MB_nucleotide_metabolism	F3MB_07_nucleoside_deaminases_pathways	F3MB_07_B045_Adenine_deaminase	F3MB_07_B045_Adenine_deaminase_ade	1589.SAMN03785590.GCA_001188985_00845	0.584975362921272
specI_v4_00337	Lactiplantibacillus pentosus	F3MD_DNA_metabolism	F3MD_07_DNA_competence_system	F3MD_05_D029_DNA_competence_complex_com	F3MD_05_D029_Competence_protein_ComEA_comEA	1589.SAMN03785590.GCA_001188985_01126	1.3237689487620814
specI_v4_00337	Lactiplantibacillus pentosus	F3MN_amino_acid_nitrogen_metabolism	F3MN_17_peptides_catabolic_pathways	F3MN_17_N099_Tripeptide_aminopeptidase_t_pepT	F3MN_17_N099_Tripeptide_aminopeptidase_t_pepT	1589.SAMN03785590.GCA_001188985_01305	0.804518174671386
specI_v4_00337	Lactiplantibacillus pentosus	F3MC_carbohydrate_metabolism	F3MC_01_EMP_pathway	F3MC_01_C001_Glucokinase	F3MC_01_C001_Glucokinase_glk	1589.SAMN03785590.GCA_001188985_01594	1.0350965923342133
specI_v4_00337	Lactiplantibacillus pentosus	F3MA_RNA_metabolism	F3MA_04_rRNA_modifications	F3MA_04_R016_rRNA_general_methyltransferases	F3MA_04_R016_RNA_M5U_methyltransferase_rlmCD	1589.SAMN03785590.GCA_001188985_01718	0.7238910809134693
specI_v4_00337	Lactiplantibacillus pentosus	F3MT_translation_and_posttranslation_processes	F3MT_02_Ribosome_biosynthesis	F3MT_02_T026_Ribosomal_proteins	F3MT_02_T026_Ribosomal_protein_rpsG	1589.SAMN03785590.GCA_001188985_01821	1.058171994074148
specI_v4_00337	Lactiplantibacillus pentosus	F3MT_translation_and_posttranslation_processes	F3MT_06_chaperone_proteases	F3MT_06_T039_Stress_induced_ATP-dependent_Clp_protease	F3MT_06_T039_ATP-dependent_Clp_protease_ATP-binding_subunit_clpC	1589.SAMN08636329.GCA_002993425_00043	0.558430262418962
specI_v4_00337	Lactiplantibacillus pentosus	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_DNA_topoisomerase_type_IA_central_topB	1589.SAMN08636332.GCA_002993485_01442	2.116343988148296
specI_v4_00337	Lactiplantibacillus pentosus	F3MS_cell_division_and_shape	F3MS_04_chromosome_partitioning	F3MS_04_S015_Chromosome_partitioning_proteins	F3MS_04_S015_Chromosome_partitioning_protein_parA	1589.SAMN13015363.GCA_009295675_01418	1.2351896139006782
specI_v4_00337	Lactiplantibacillus pentosus	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_DNA_topoisomerase_type_IA_central_topB	1589.SAMN13015363.GCA_009295675_01440	0.4666657389596663
specI_v4_00337	Lactiplantibacillus pentosus	F3MB_nucleotide_metabolism	F3MB_08_ribonucleoside_reductase_pathways	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase	F3MB_08_B051_Aerobic_ribonucleoside-diphosphate_reductase_beta_subunit_nrdB_nrdF	1589.SAMN13015363.GCA_009295675_01896	1.048157748073446
specI_v4_00337	Lactiplantibacillus pentosus	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D004_DNA_helicases	F3MD_01_D004_DNA_helicase_recQ	1589.SAMN18710967.GCA_018069575_01548	0.6922208461235051
specI_v4_00337	Lactiplantibacillus pentosus	F3MU_uptake_transport_systems	F3MU_11_inorganic_ions_ABC_transport_systems	F3MU_11_U088_zinc_ABC_transport_systems	F3MU_11_U088_Zinc_manganese_ABC_transport_system_substrate-binding_protein_mntA2	1589.SAMN18938210.GCA_018993275_00862	1.1149865977828268
specI_v4_00337	Lactiplantibacillus pentosus	F3MC_carbohydrate_metabolism	F3MC_06_cellobiose_mannose_catabolism	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase	F3MC_06_C035_6-phospho-beta-D-glucosidase_mannosidase_bglA	1589.SAMN18942672.GCA_018993495_00855	0.6767128434608604
specI_v4_00337	Lactiplantibacillus pentosus	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D004_DNA_helicases	F3MD_01_D004_bacterial-type_proximal_promoter_sequence-specific_DNA_binding_relB	1589.SAMN18942672.GCA_018993495_01945	3.534744746162579
specI_v4_00337	Lactiplantibacillus pentosus	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_DNA_topoisomerase_type_IA_central_topB	1589.SAMN18942672.GCA_018993495_02350	1.9777738460671568
specI_v4_00337	Lactiplantibacillus pentosus	F3MW_cell_wall_metabolism	F3MW_04_teichoic_acid_biosynthesis	F3MW_04_W024_2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase	F3MW_04_W024_2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_tagI	1589.SAMN18987094.GCA_018991565_00314	1.36734981950322
specI_v4_00051	Lactiplantibacillus plantarum	F3MD_DNA_metabolism	F3MD_01_DNA_replication	F3MD_01_D003_DNA_gyrase_topoisomerase	F3MD_01_D003_DNA_topoisomerase_type_IA_central_topB	1590.SAMD00143252.GCA_004000705_03200	43.134619046682246
